城市,区域,标题,总价(万),单价(元/平),户型,面积(平),朝向,装修,楼层,年份,小区,链接
sh,全市,店长强力推荐，低总价好房 业主诚意出售,43,"10,258元/平",1室1厅,41.92平米,南,简装,中楼层(共4层),1982年,北门二村,https://sh.lianjia.com/ershoufang/107114497848.html
sh,全市,精装一房+地铁6号线+配套齐全+楼层好,173,"43,853元/平",1室1厅,39.45平米,南,简装,中楼层(共6层),1989年,临沂八村,https://sh.lianjia.com/ershoufang/107114377328.html
sh,全市,阳台就可看到小区泳池 小区次顶楼 随时可看,858,"73,397元/平",3室2厅,116.9平米,南,精装,高楼层(共18层),2017年,华发四季,https://sh.lianjia.com/ershoufang/107113867964.html
sh,全市,三开间朝南户型，小区前排沿河，,95,"10,746元/平",2室1厅,88.41平米,南,简装,低楼层(共18层),2010年,绿地启航城,https://sh.lianjia.com/ershoufang/107112265654.html
sh,全市,北蔡之星，25万精装修刚刚结束，一梯两户，接受市场。,199,"31,563元/平",2室1厅,63.05平米,南 北,精装,高楼层(共6层),1996年,绿川小区西区,https://sh.lianjia.com/ershoufang/107114191603.html
sh,全市,精装修70万满五沿河景观楼层近地铁出行购物方便,635,"35,157元/平",3室2厅,180.62平米,南,精装,中楼层(共11层),2010年,绿中海明苑三期公寓,https://sh.lianjia.com/ershoufang/107114404786.html
sh,全市,房子只有契税，中间位置，视野开阔，可拎包入住,288,"35,351元/平",2室1厅,81.47平米,南 北,精装,高楼层(共18层),2013年,新城金郡1518弄,https://sh.lianjia.com/ershoufang/107114215209.html
sh,全市,近地铁09年电梯三房 双阳台落地窗视野开阔 看房随时,538,"39,253元/平",3室2厅,137.06平米,南,简装,中楼层(共12层),2009年,鼎鑫名流苑,https://sh.lianjia.com/ershoufang/107114396803.html
sh,全市,小区中间位置，楼层好，前后无遮挡，阳光充足,34.5,"7,963元/平",2室0厅,43.33平米,南 西,简装,中楼层(共6层),1981年,石化十村,https://sh.lianjia.com/ershoufang/107114317785.html
sh,全市,精装修，地铁口，诚意出售，看房随时，有钥匙，采光好,365,"44,437元/平",2室2厅,82.14平米,南 北,精装,高楼层(共6层),1997年,新长征花苑,https://sh.lianjia.com/ershoufang/107114412131.html
sh,全市,次新小区，一手动迁，户型方正，动迁 税费少,120,"21,572元/平",1室2厅,55.63平米,南,精装,低楼层(共18层),2017年,云翔佳苑南区,https://sh.lianjia.com/ershoufang/107110678162.html
sh,全市,14号线新出电梯南北两房 一梯三户 紧靠公园 看房方便,376,"44,561元/平",2室2厅,84.38平米,南 北,简装,高楼层(共11层),2012年,金葵新城(西区),https://sh.lianjia.com/ershoufang/107114457803.html
sh,全市,诚意出售，看房方便，低楼层，拎包入住,75,"15,887元/平",2室1厅,47.21平米,南 北,精装,中楼层(共5层),1979年,水仙小区,https://sh.lianjia.com/ershoufang/107114035599.html
sh,全市,五年不出一套爆款边套带大花园，高半层地铁口,628,"57,221元/平",3室2厅,109.75平米,南 西南,精装,低楼层(共7层),2001年,金沙雅苑(一期),https://sh.lianjia.com/ershoufang/107114497049.html
sh,全市,中间楼层，精装修，房型正气，业主诚意度拉满,269,"45,325元/平",2室1厅,59.35平米,南,精装,中楼层(共6层),1993年,六里二村,https://sh.lianjia.com/ershoufang/107114414668.html
sh,全市,中间位置新上高区朝南一房一厅，有钥匙随时看，非顶楼,650,"104,805元/平",1室1厅,62.02平米,南,精装,高楼层(共30层),2003年,上海壹街区,https://sh.lianjia.com/ershoufang/107113524049.html
sh,全市,全明户型 2室2厅 南北 江湾公园 环境优美,306,"34,487元/平",2室1厅,88.73平米,南,简装,中楼层(共6层),1996年,丰镇新村,https://sh.lianjia.com/ershoufang/107111597593.html
sh,全市,精装修双南小两房，低楼层进出方便，独特弧形阳台,193,"39,729元/平",2室1厅,48.58平米,南,简装,低楼层(共6层),1993年,济阳三村,https://sh.lianjia.com/ershoufang/107114384540.html
sh,全市,2016年电梯房，南北通透，业主诚售，看房方便,218,"26,901元/平",2室2厅,81.04平米,南 北,简装,低楼层(共15层),2015年,华川家园,https://sh.lianjia.com/ershoufang/107114477895.html
sh,全市,内环内+中间楼层+西边套全明户型+有钥匙随时好看房,260,"55,794元/平",2室0厅,46.6平米,南,简装,中楼层(共6层),1991年,恒业路313弄,https://sh.lianjia.com/ershoufang/107113568603.html
sh,全市,单价3万9+上车03年全明户型+8/20号双轨交,215,"39,904元/平",1室1厅,53.88平米,南,简装,低楼层(共17层),2003年,世和园,https://sh.lianjia.com/ershoufang/107113942356.html
sh,全市,桃浦四村 外环外随意买 精致装修 近地铁 楼层好,165,"28,278元/平",2室1厅,58.35平米,南,精装,低楼层(共6层),1993年,桃浦四村易居紫荆苑,https://sh.lianjia.com/ershoufang/107114465618.html
sh,全市,店长推荐！！总价低 电梯房楼龄新 停车方便 刚需宜居,79,"13,983元/平",1室1厅,56.5平米,南,毛坯,低楼层(共18层),2016年,崧泽华城昱翠雅苑,https://sh.lianjia.com/ershoufang/107114470545.html
sh,全市,高品质装修用材，双阳台，少有2卫户型,1500,"122,881元/平",2室2厅,122.07平米,南,精装,32层,2017年,地产尚海郦景,https://sh.lianjia.com/ershoufang/107114023792.html
sh,全市,经典大两房，花园位置，停车方便，车位充足，非顶楼.,478,"55,601元/平",2室2厅,85.97平米,南 北,精装,高楼层(共6层),2006年,爱法新城,https://sh.lianjia.com/ershoufang/107113889391.html
sh,全市,内环内  中间楼层  朝南一室户  产权清晰,135,"35,649元/平",1室1厅,37.87平米,南,简装,中楼层(共7层),1990年,龚家宅,https://sh.lianjia.com/ershoufang/107114202915.html
sh,全市,业主诚意，视野开阔，楼层好，采光好,98,"17,139元/平",1室2厅,57.18平米,南,简装,中楼层(共18层),2011年,龙泽园东区,https://sh.lianjia.com/ershoufang/107113511730.html
sh,全市,精装修一楼带院子，低总价低首付，独门独户带天井,88.9,"18,387元/平",2室1厅,48.35平米,南,精装,低楼层(共5层),1984年,解放新村,https://sh.lianjia.com/ershoufang/107114325639.html
sh,全市,新出好房，中高层电梯房，采光好，万达旁，价格可谈,169.9,"22,291元/平",2室1厅,76.22平米,南,毛坯,中楼层(共18层),2014年,马桥景城馨苑,https://sh.lianjia.com/ershoufang/107114428471.html
sh,全市,新上边套两房，进财，精装小户型，地铁双轨交16+18,138,"19,266元/平",2室1厅,71.63平米,南,精装,低楼层(共14层),2014年,汇德茗苑,https://sh.lianjia.com/ershoufang/107114448367.html
sh,全市,⭐⭐⭐精装全明，位置好，非顶楼，总价低，单价低,228,"37,110元/平",2室1厅,61.44平米,东南 南,精装,高楼层(共6层),1994年,由由二村,https://sh.lianjia.com/ershoufang/107113585113.html
sh,全市,中高层双南边套，前看河景右看佘山，就两个字必卖,155,"21,289元/平",2室1厅,72.81平米,南,简装,高楼层(共15层),2012年,新凯城钟秀苑,https://sh.lianjia.com/ershoufang/107114421588.html
sh,全市,星纳家园优选：地铁口+双南正户型配景观楼层,228,"30,592元/平",2室1厅,74.53平米,南,精装,16层,2011年,星纳家园,https://sh.lianjia.com/ershoufang/107113913812.html
sh,全市,老静安，地铁口电梯高区景观全南两房,588,"70,470元/平",2室2厅,83.44平米,南,精装,33层,1996年,东安公寓,https://sh.lianjia.com/ershoufang/107114402185.html
sh,全市,电梯两房   8号线地铁500米左右,360,"60,863元/平",2室1厅,59.15平米,南,简装,中楼层(共7层),1995年,通阁小区,https://sh.lianjia.com/ershoufang/107114428485.html
sh,全市,一手动迁房税费低总价低首付户型方正,77,"13,181元/平",1室1厅,58.42平米,南,毛坯,高楼层(共14层),2013年,长兴家园北苑,https://sh.lianjia.com/ershoufang/107113433492.html
sh,全市,此房自住装修，采光好，三开间朝南,329,"24,836元/平",3室2厅,132.47平米,南 北,精装,高楼层(共18层),2015年,马陆金沙湾,https://sh.lianjia.com/ershoufang/107114418499.html
sh,全市,低楼层+钥匙房+1 诚意卖+位置好,69,"18,465元/平",1室1厅,37.37平米,南,简装,低楼层(共6层),1995年,巨龙台湾城,https://sh.lianjia.com/ershoufang/107114429030.html
sh,全市,精装修一室户，全明户型，近地铁，带小院。,199,"40,721元/平",1室1厅,48.87平米,南,精装,低楼层(共4层),1987年,锦程小区,https://sh.lianjia.com/ershoufang/107114386133.html
sh,全市,16周浦东！汇福家园！南北通两房！高楼层!,188,"24,302元/平",2室2厅,77.36平米,南,毛坯,高楼层(共16层),2014年,汇福家园昌盛里南,https://sh.lianjia.com/ershoufang/107112086691.html
sh,全市,前滩+6号线（500米）+大润发,328,"47,800元/平",2室1厅,68.62平米,南 北,简装,中楼层(共6层),1994年,凌兆新村(上浦路165弄),https://sh.lianjia.com/ershoufang/107114371297.html
sh,全市,南北 边套两房，通风舒适，阳光满溢，上师大，高区！,127,"16,531元/平",2室2厅,76.83平米,南 北,精装,高楼层(共18层),2019年,嘉盛园慈竹路987弄,https://sh.lianjia.com/ershoufang/107113843960.html
sh,全市,南北户型格局好，楼层高，采光充足，总价低,99.9,"13,941元/平",2室1厅,71.66平米,南 北,精装,中楼层(共18层),2019年,练祁佳城绿地家苑,https://sh.lianjia.com/ershoufang/107114410800.html
sh,全市,松南城必看装修房，单价低，视野开阔,99,"13,001元/平",2室1厅,76.15平米,北 南,简装,低楼层(共15层),2020年,松南城蔷薇苑,https://sh.lianjia.com/ershoufang/107112723144.html
sh,全市,静安寺商圈，百年愚园路，中区楼层，看房随时有钥匙,319,"73,860元/平",1室1厅,43.19平米,南,精装,中楼层(共6层),1983年,愚园路488弄,https://sh.lianjia.com/ershoufang/107113886256.html
sh,全市,双轨交+地铁口700米商品房，精装修、视野好，配套齐全,210,"29,265元/平",2室2厅,71.76平米,南 北,简装,中楼层(共6层),2005年,富友嘉园,https://sh.lianjia.com/ershoufang/107114342544.html
sh,全市,双轨交 精装修 业主置换 楼层高视野好,179,"25,984元/平",2室1厅,68.89平米,南,精装,中楼层(共18层),2014年,紫薇茗庭,https://sh.lianjia.com/ershoufang/107114453754.html
sh,全市,（店长推荐）急急急，人车人流 289万 带车位,288,"31,680元/平",3室2厅,90.91平米,南 北,精装,中楼层(共11层),2020年,中粮首创禧瑞祥云,https://sh.lianjia.com/ershoufang/107113509662.html
sh,全市,芙蓉苑小厨房户型，楼层好位置佳，业主诚心出售,130,"16,840元/平",2室1厅,77.2平米,南 北,毛坯,中楼层(共14层),2020年,松南城芙蓉苑,https://sh.lianjia.com/ershoufang/107113467378.html
sh,全市,8级抗震！百年品质！消防领导监工！视野巨赞！随时看,248,"32,870元/平",2室1厅,75.45平米,南,简装,中楼层(共16层),1997年,国和大楼,https://sh.lianjia.com/ershoufang/107112514509.html
sh,全市,楼层好，视野宽阔，30万+婚房装，看的见的全留,150,"18,367元/平",3室2厅,81.67平米,南,精装,中楼层(共6层),1997年,江海花园,https://sh.lianjia.com/ershoufang/107114178388.html
sh,全市,满五年税费少 总价低 近地铁 全明户型,159,"31,529元/平",1室1厅,50.43平米,南,精装,高楼层(共6层),1993年,金杨新村九街坊,https://sh.lianjia.com/ershoufang/107110555207.html
sh,全市,海滨新村两房 低楼层  低单总价  近地铁,98,"22,122元/平",2室0厅,44.3平米,南,简装,中楼层(共4层),1959年,海滨新村,https://sh.lianjia.com/ershoufang/107114462050.html
sh,全市,8号10号线双地铁租售比3以上，楼上大空间，南向阳光好,139,"43,008元/平",1室0厅,32.32平米,南,简装,高楼层(共5层),1976年,大西小区,https://sh.lianjia.com/ershoufang/107114278992.html
sh,全市,店总主推 7、15号线 双规交通 采光通风好 华山医院,205,"27,711元/平",2室1厅,73.98平米,南 北,简装,低楼层(共8层),2008年,古北菊翔苑(菊联路233弄),https://sh.lianjia.com/ershoufang/107114372724.html
sh,全市,降价出售，电梯中间楼层，景观位置精装修！车位可租,240,"22,719元/平",2室1厅,105.64平米,南,精装,中楼层(共14层),2009年,人生港湾南欧城,https://sh.lianjia.com/ershoufang/107110648110.html
sh,全市,近地铁，中间楼层，双楠两房户型正气，采光好视野开阔,136,"30,728元/平",2室0厅,44.26平米,南,精装,中楼层(共5层),1981年,海滨二村(宝山),https://sh.lianjia.com/ershoufang/107114198183.html
sh,全市,带10平米小院+总价低+满二买进价格高税费少+诚意卖！,100,"32,207元/平",1室1厅,31.05平米,南,简装,低楼层(共6层),1997年,恒嘉花园,https://sh.lianjia.com/ershoufang/107114346023.html
sh,全市,张江南 11/16号线 业主看好房子置换急售 可谈,209,"28,363元/平",2室2厅,73.69平米,南,精装,中楼层(共6层),2006年,昱龙家园南区,https://sh.lianjia.com/ershoufang/107114167843.html
sh,全市,三号线地铁口，全明户型，不讲虚的，198一口价,198,"32,913元/平",2室1厅,60.16平米,南 北,简装,中楼层(共6层),1997年,高境二村,https://sh.lianjia.com/ershoufang/107113758444.html
gz,全市,市桥芯、小两房、可公积金、配套成熟~,50,"10,331元/平",2室1厅,48.4平米,南,其他,高楼层(共6层),塔楼,海傍路海傍后街,https://gz.lianjia.com/ershoufang/108407965653.html
gz,全市,旺中带静，一线望河，少有的户型，近花都湖氧吧,160,"11,404元/平",3室2厅,140.31平米,西南,精装,中楼层(共23层),塔楼,在水一方,https://gz.lianjia.com/ershoufang/108407601081.html
gz,全市,增城雅居乐御宾府4房南向，精装修 喜欢来看看,180,"12,613元/平",4室2厅,142.71平米,南,精装,高楼层(共16层),2013年,增城雅居乐御宾府,https://gz.lianjia.com/ershoufang/108407308599.html
gz,全市,叠翠峰三期中高层南向望小区花园和望湖景保养好,225,"21,554元/平",3室2厅,104.39平米,东南,精装,中楼层(共26层),2018年,叠翠峰,https://gz.lianjia.com/ershoufang/108407754339.html
gz,全市,源昌花园  两房  双阳台  户型好  总jia低,53,"9,325元/平",2室2厅,56.84平米,东南,其他,低楼层(共24层),塔楼,珠江源昌花园,https://gz.lianjia.com/ershoufang/108407931336.html
gz,全市,校园环境专梯专户，平层电梯高使用率 南北对流采光好,298,"36,382元/平",3室2厅,81.91平米,南,简装,高楼层(共9层),2000年,广东外语职业艺术学院五山校区,https://gz.lianjia.com/ershoufang/108406797142.html
gz,全市,天河次新楼 小区环境好 双地铁 采光好 保养好,148,"30,719元/平",1室1厅,48.18平米,西,精装,低楼层(共19层),2017年,远洋天骄,https://gz.lianjia.com/ershoufang/108406938078.html
gz,全市,实地蔷薇国际.户型方正.靠山景.采光好.,68,"7,937元/平",3室2厅,85.68平米,北,精装,中楼层(共32层),塔楼,实地蔷薇国际,https://gz.lianjia.com/ershoufang/108406321603.html
gz,全市,新塘新世界花园嘉华苑 3室2厅 东南 南,150,"15,296元/平",3室2厅,98.07平米,东南 南,精装,低楼层(共7层),塔楼,新塘新世界花园嘉华苑,https://gz.lianjia.com/ershoufang/108407521001.html
gz,全市,南向高楼层视野好，自住保养好，诚心好谈。,198,"20,190元/平",3室2厅,98.07平米,南,精装,31层,板塔结合,龙湖双珑原著,https://gz.lianjia.com/ershoufang/108407617108.html
gz,全市,正南向安静三房、视野开阔、楼层好,350,"35,617元/平",3室2厅,98.27平米,南,精装,中楼层(共15层),2005年,岭南新世界,https://gz.lianjia.com/ershoufang/108405226569.html
gz,全市,此房满五年唯一  中层电梯两房,168,"25,397元/平",2室1厅,66.15平米,西,简装,中楼层(共22层),2000年,金碧花园第一金碧,https://gz.lianjia.com/ershoufang/108407687438.html
gz,全市,两梯四户 靓楼层 低密度 安静舒适 业主诚心急出,135,"11,862元/平",3室1厅,113.81平米,东南 南,毛坯,低楼层(共25层),2016年,中新里,https://gz.lianjia.com/ershoufang/108408040124.html
gz,全市,江南西商圈 近地铁 实用 户型方正 实用,80,"24,228元/平",1室1厅,33.02平米,北,简装,低楼层(共6层),1991年,江南大道中,https://gz.lianjia.com/ershoufang/108406321088.html
gz,全市,金山谷尚层，精装大三房，高层视野好，有家电,258,"23,364元/平",3室2厅,110.43平米,北,其他,中楼层(共32层),2015年,金山谷尚层,https://gz.lianjia.com/ershoufang/108407122986.html
gz,全市,南北对流 全新精装 视野采光好带车位,81,"6,548元/平",3室2厅,123.72平米,南 北,精装,低楼层(共32层),2018年,碧桂园豪进左岸,https://gz.lianjia.com/ershoufang/108404815111.html
gz,全市,大三房，户型方正，装修好，采光好，离地铁近,87.9,"8,953元/平",3室2厅,98.18平米,南,精装,中楼层(共19层),2015年,金马香颂居,https://gz.lianjia.com/ershoufang/108407511195.html
gz,全市,全新3两房 户型方正 没按揭  手续简便,58,"7,376元/平",2室1厅,78.64平米,北 西,其他,低楼层(共11层),2013年,富力金港城东区,https://gz.lianjia.com/ershoufang/108407950962.html
gz,全市,江高 南国家园 步梯小区 装修保养好 业主急出手,58,"7,792元/平",3室2厅,74.44平米,南,简装,中楼层(共8层),塔楼,南国家园,https://gz.lianjia.com/ershoufang/108408022650.html
gz,全市,南向，看花园，安静，全屋定制，装修漂亮,66,"8,457元/平",2室2厅,78.05平米,南,精装,低楼层(共19层),2014年,金马香颂居,https://gz.lianjia.com/ershoufang/108407035458.html
gz,全市,大三房   精装   中楼层  业主诚心出,158,"13,167元/平",3室1厅,120平米,西南,精装,中楼层(共31层),2013年,创鸿嘉园,https://gz.lianjia.com/ershoufang/108407879290.html
gz,全市,国际四期，刚需两房户型方正，楼层靓。,78,"9,602元/平",2室1厅,81.24平米,东北,简装,中楼层(共32层),2015年,锦绣御景国际四期,https://gz.lianjia.com/ershoufang/108408014769.html
gz,全市,广州北站地铁口，靓楼层，实用三房,65,"7,627元/平",3室1厅,85.23平米,南,精装,中楼层(共8层),塔楼,中新花园,https://gz.lianjia.com/ershoufang/108404906432.html
gz,全市,逸泉映翠 实用三房2厅 东南向,52,"5,240元/平",3室2厅,99.24平米,东南,毛坯,低楼层(共23层),2015年,逸泉映翠,https://gz.lianjia.com/ershoufang/108404522135.html
gz,全市,大城云山 南向 好楼层 一线园景无遮挡,85,"6,991元/平",3室2厅,121.6平米,南,精装,低楼层(共22层),2018年,大城云山,https://gz.lianjia.com/ershoufang/108407042136.html
gz,全市,小北 ，越秀公园旁，东南靓向，方正3房,300,"45,538元/平",3室2厅,65.88平米,南,毛坯,低楼层(共9层),2000年,小北路,https://gz.lianjia.com/ershoufang/108407008193.html
gz,全市,江泰路地铁50米 电梯加装中，2+1房户型，独立使用天台,169,"26,288元/平",2室1厅,64.29平米,南,简装,高楼层(共9层),1994年,翠怡小区,https://gz.lianjia.com/ershoufang/108406972889.html
gz,全市,复式三房带露台立体空间+空中花园演绎野级居家体验,105,"6,943元/平",3室2厅,151.25平米,南,精装,高楼层(共4层),板楼,碧桂园荔山雅筑,https://gz.lianjia.com/ershoufang/108407186533.html
gz,全市,户型方正 空间开阔 交通便利 配套完善,25,"5,768元/平",1室0厅,43.35平米,北,精装,中楼层(共18层),2013年,南沙城,https://gz.lianjia.com/ershoufang/108406101044.html
gz,全市,区府鸿都苑 稀有叠墅 3层毛坯带大露台 十年不遇一套,239,"9,357元/平",6室2厅,255.43平米,南 北,毛坯,高楼层(共4层),2006年,鸿都苑,https://gz.lianjia.com/ershoufang/108408004194.html
gz,全市,精装两房 拎包入住 环境优美 居住舒适,59,"7,130元/平",2室1厅,82.76平米,东南,精装,中楼层(共17层),2014年,人盛巴厘天地,https://gz.lianjia.com/ershoufang/108407467482.html
gz,全市,龙光中低楼层三房，阳台视野开阔，位置安静,140,"15,626元/平",3室1厅,89.6平米,北,精装,18层,2009年,龙光峰景华庭,https://gz.lianjia.com/ershoufang/108407442821.html
gz,全市,二期大三房 中间位置 中间楼层  视野开阔,180,"16,854元/平",3室2厅,106.8平米,北,简装,中楼层(共7层),2000年,广州碧桂园康苑,https://gz.lianjia.com/ershoufang/108407626517.html
gz,全市,01楼龄 准电梯 偗及星悦 广纸小区 地铁上配套成熟,135,"18,665元/平",2室2厅,72.33平米,东 东北,简装,高楼层(共9层),2001年,广纸路,https://gz.lianjia.com/ershoufang/108407759269.html
gz,全市,桃园D区 南北对流 三房两卫 随时可以看房,330,"27,680元/平",3室2厅,119.22平米,北 南,精装,低楼层(共29层),2004年,富力桃园,https://gz.lianjia.com/ershoufang/108407444914.html
gz,全市,中森茗苑 三房南向看花园 视野好,91,"10,495元/平",3室1厅,86.71平米,南,简装,高楼层(共24层),2014年,中森茗苑,https://gz.lianjia.com/ershoufang/108407648926.html
gz,全市,时代天启，南北对流大3房，全新未住,108,"9,117元/平",3室2厅,118.47平米,南 北,精装,高楼层(共32层),2018年,时代天启,https://gz.lianjia.com/ershoufang/108407109701.html
gz,全市,实用精装两房 配套齐全环境优美 广州北站地铁物业,80,"10,366元/平",2室1厅,77.18平米,北,其他,中楼层(共28层),2014年,祈福天龙苑,https://gz.lianjia.com/ershoufang/108407288800.html
gz,全市,满五唯一，南北对流，业主保养好，视野开阔,180,"12,413元/平",4室2厅,145.02平米,东 南 北,精装,低楼层(共18层),2012年,南沙珠江湾,https://gz.lianjia.com/ershoufang/108406313946.html
gz,全市,楼龄新 长寿路地铁200米 全屋尚品宅配装修 南向三房,319,"45,834元/平",3室1厅,69.6平米,南,其他,中楼层(共30层),2012年,贵贤上品,https://gz.lianjia.com/ershoufang/108407886885.html
gz,全市,大院管理 户型方正实用 采光充足 南北对流,95,"19,456元/平",2室1厅,48.83平米,南,简装,中楼层(共7层),塔楼,四航局宿舍,https://gz.lianjia.com/ershoufang/108406394893.html
gz,全市,西场地铁口100米南向两房  户型很方正 实用高,118,"19,936元/平",2室1厅,59.19平米,南,简装,中楼层(共8层),塔楼,东风西路,https://gz.lianjia.com/ershoufang/108407383961.html
gz,全市,双地铁50米 晓港湾原装电梯大两房 厅出阳台光线靓,198,"22,647元/平",2室2厅,87.43平米,东 北 东北,简装,中楼层(共23层),1999年,晓港湾,https://gz.lianjia.com/ershoufang/108407520149.html
gz,全市,沙河地铁口 电梯三房 楼龄新 近市场 单边位 采光充足,178,"28,036元/平",3室1厅,63.49平米,西北,精装,中楼层(共9层),1995年,天福居,https://gz.lianjia.com/ershoufang/108408080370.html
gz,全市,马鞍山公园大平层 户型优质东南向5房 马鞍山公园景观,350,"16,865元/平",5室3厅,207.54平米,东南,毛坯,中楼层(共28层),2007年,马鞍山一号,https://gz.lianjia.com/ershoufang/108407175844.html
gz,全市,度假天然氧吧 全新精装一天没住过 靓楼层，无遮挡,45,"4,164元/平",3室2厅,108.09平米,南,精装,中楼层(共18层),塔楼,花都颐和山庄,https://gz.lianjia.com/ershoufang/108407721442.html
gz,全市,西湾路西村地铁口 电梯房 协he 户型方正中层可公积金,162,"27,519元/平",2室1厅,58.87平米,南,精装,低楼层(共9层),1980年,西湾路,https://gz.lianjia.com/ershoufang/108405189184.html
gz,全市,一手业主，钥匙看房，交通方便，轻轨地铁高铁。,73,"8,606元/平",2室2厅,84.83平米,北,简装,高楼层(共26层),塔楼,群星新邨,https://gz.lianjia.com/ershoufang/108407588965.html
gz,全市,近地铁，东南看园林绿林，楼层好，采光好，通风,90.5,"9,844元/平",3室1厅,91.94平米,东南,精装,高楼层(共27层),2018年,保利中航城花园一期,https://gz.lianjia.com/ershoufang/108407005427.html
gz,全市,电梯2房，停车方便。阳光很猛。,168,"30,097元/平",2室1厅,55.82平米,西南,简装,中楼层(共9层),塔楼,黄沙大道,https://gz.lianjia.com/ershoufang/108407903534.html
gz,全市,该物业全新装修、保养很好。户型优质。采光通风好。,136,"16,803元/平",3室2厅,80.94平米,东,其他,高楼层(共9层),1996年,穗芳阁,https://gz.lianjia.com/ershoufang/108407612242.html
gz,全市,自住保养好 采光通风好 视野无遮挡,370,"39,121元/平",3室2厅,94.58平米,北,精装,低楼层(共26层),2016年,悦江上品苑,https://gz.lianjia.com/ershoufang/108407730434.html
gz,全市,誉山国际小高层 纯南向看小区花园 停车免费,66,"7,703元/平",3室2厅,85.69平米,南,精装,低楼层(共18层),2016年,合景誉山国际三区,https://gz.lianjia.com/ershoufang/108408012360.html
gz,全市,万科金色梦想复式4房，空间视野出入方便,198,"20,838元/平",4室2厅,95.02平米,南,精装,低楼层(共40层),2015年,万科金色梦想,https://gz.lianjia.com/ershoufang/108407387336.html
gz,全市,庄士三房满五不唯一 南向高楼层  看房方便,156,"13,566元/平",3室2厅,115平米,南,精装,中楼层(共17层),塔楼,庄士映蝶蓝湾一期,https://gz.lianjia.com/ershoufang/108402137383.html
gz,全市,五矿壹云台南向叠墅，视野开阔，无遮挡,398,"29,465元/平",4室2厅,135.08平米,南,毛坯,中楼层(共8层),塔楼,五矿壹云台,https://gz.lianjia.com/ershoufang/108406238268.html
gz,全市,越秀滨海珺城 3室2厅 北 南,190,"15,200元/平",3室2厅,125平米,北 南,简装,中楼层(共23层),塔楼,越秀滨海珺城,https://gz.lianjia.com/ershoufang/108407825307.html
gz,全市,地铁50米 新月明珠  小区中间位  看花园  中层,388,"29,439元/平",4室1厅,131.8平米,东 南,简装,中楼层(共22层),2007年,新月明珠花园,https://gz.lianjia.com/ershoufang/108407688314.html
gz,全市,祈福新村倚湖湾一房一厅，采光好，邻近祈福人工湖。,89.5,"17,295元/平",1室1厅,51.75平米,东南,精装,30层,2006年,祈福新村倚湖湾,https://gz.lianjia.com/ershoufang/108408057012.html
